category,lemmatized_text
cs.LG,paper introduce class stationary prediction strategy construct prediction algorithm asymptotically performs well best continuous stationary strategy make mild compactness assumption stochastic assumption environment particular assumption stationarity made environment stationarity considered strategy mean depend explicitly time argue natural consider stationary strategy even highly nonstationary environment
cs.LG,probabilistic grammatical inference usual goal infer good approximation unknown distribution p called stochastic language estimate p stand class probabilistic model probabilistic automaton pa paper focus probabilistic model based multiplicity automaton stochastic language generated called rational stochastic language strictly include stochastic language generated pa also admit concise canonical representation despite fact class recursively enumerable efficiently identifiable limit using algorithm dees introduced author previous paper however identification proper convergence algorithm dees produce define stochastic language nevertheless possible use define stochastic language show belong broader class rational series call pseudostochastic rational language aim paper twofold first provide theoretical study pseudostochastic rational language language output dees showing example class decidable within polynomial time second carried lot experiment order compare dees classical inference algorithm alergia mdi show dees outperforms case
cs.LG,investigate concept learning incomplete example first purpose discus extent logical learning setting modified order cope data incompleteness precisely interested extending learning interpretation setting introduced l de raedt extends relational representation classical propositional attributevalue concept learning example framework inspired idea presented h hirsh work extending version space inductive paradigm incomplete data h hirsh proposes slightly modify notion solution dealing incomplete example solution hypothesis compatible piece information concerning example identify two main class incompleteness first uncertainty deal state knowledge concerning example second generalization abstraction deal part description example sufficient learning purpose two main source incompleteness mixed part useful information known discus general learning setting referred learning possibility formalizes idea present specific learning setting referred assumptionbased learning cope example uncertainty reduced considering contextual information outside proper description example assumptionbased learning illustrated recent work concerning prediction consensus secondary structure common set rna sequence
cs.LG,present theory boosting probabilistic classifier place situation user provides stopping parameter probabilistic weak learnerclassifier compare three type boosting algorithm probabilistic adaboost decision tree tree tree tree call matryoshka nested tree embedded tree recursive tree also appropriate name algorithm one contribution contribution theoretical analysis algorithm give training error bound analysis suggests matryoshka leverage probabilistic weak classifier efficiently simple decision tree
cs.LG,start simple asymptotic result problem online regression quadratic loss function class continuous limitedmemory prediction strategy admits leading prediction strategy asymptotically performs least well continuous limitedmemory strategy also satisfies property excess loss continuous limitedmemory strategy determined closely imitates leading strategy specifically class prediction strategy constituting reproducing kernel hilbert space construct leading strategy sense loss prediction strategy whose norm large determined closely imitates leading strategy result extended loss function given bregman divergence strictly proper scoring rule
cs.LG,assuming loss function convex prediction construct prediction strategy universal class markov prediction strategy necessarily continuous allowing randomization remove requirement convexity
cs.LG,present basic notion gold learnability limit paradigm first presented formalization cognitive process native speaker get grasp underlying grammar hisher native language exposed well formed sentence generated grammar present lambek grammar formalism issued categorial grammar although expressive needed full formalization natural language particularly suited easily implement natural interface syntax semantics last part work present learnability result rigid lambek grammar structured example
cs.LG,approach classification problem machine learning based building local classification rule developed local rule considered projection global classification rule event want classify massive global optimization algorithm used optimization quality criterion algorithm polynomial complexity typical case used find highquality local rule distinctive feature algorithm integration attribute level selection ordered attribute rule searching original conflicting rule resolution strategy algorithm practical tested number data set uci repository comparison predicting technique presented
cs.LG,competitive online prediction also known universal prediction individual sequence strand learning theory avoiding making stochastic assumption way observation generated predictor goal compete benchmark class prediction rule often proper banach function space metric entropy provides unifying framework competitive online prediction numerous known upper bound metric entropy various compact set function space readily imply bound performance online prediction strategy paper discus strength limitation direct approach competitive online prediction via metric entropy including comparison approach
cs.LG,propose analyze new vantage point learning mixture gaussians namely pacstyle model learning probability distribution introduced kearns et al task construct hypothesis mixture gaussians statistically indistinguishable actual mixture generating data specifically kldivergence epsilon scenario give polynepsilontime algorithm learns class mixture constant number axisaligned gaussians ndimensional euclidean space algorithm make assumption separation mean gaussians dependence minimum mixing weight contrast learning result known clustering model assumption unavoidable algorithm relies method moment subalgorithm developed previous work author focs discrete mixturelearning problem
cs.LG,recent advance machine learning make possible design efficient prediction algorithm data set huge number parameter paper describes new technique hedging prediction output many algorithm including support vector machine kernel ridge regression kernel nearest neighbour many stateoftheart method hedged prediction label new object include quantitative measure accuracy reliability measure provably valid assumption randomness traditional machine learning object label assumed generated independently probability distribution particular becomes possible control statistical fluctuation number erroneous prediction selecting suitable confidence level validity achieved automatically remaining goal hedged prediction efficiency taking full account new object feature available information produce accurate prediction possible done successfully using powerful machinery modern machine learning
cs.LG,paper address issue policy evaluation markov decision process using linear function approximation provides unified view algorithm tdlambda lstdlambda ilstd residualgradient td asserted consist minimizing gradient function differ form function mean minimizing two new scheme introduced framework fullgradient td us generalization principle introduced ilstd egd td reduces gradient successive equigradient descent three algorithm form new intermediate family interesting property making much better use sample td keeping gradient descent scheme useful complexity issue optimistic policy iteration
cs.LG,bandit based method tree search recently gained popularity applied huge tree eg game go gelly et al uct algorithm kocsis szepesvari tree search method based upper confidence bound ucb auer et al believed adapt locally effective smoothness tree however show uct optimistic case leading regret oexpexpd depth tree propose alternative bandit algorithm tree search first modification uct using confidence sequence scale exponentially horizon depth proven regret od sqrtn adapt possible smoothness tree analyze flatucb performed leaf provide finite regret bound high probability introduce ucbbased bandit algorithm smooth tree take account actual smoothness reward performing efficient cut suboptimal branch high confidence finally present incremental tree search version applies full tree big possibly infinite entirely represented show high probability essentially optimal branch indefinitely developed illustrate method global optimization problem lipschitz function given noisy data
cs.LG,propose axiomatic approach concept intrinsic dimension dataset based viewpoint geometry highdimensional structure first axiom postulate high value dimension indicative presence curse dimensionality certain precise mathematical sense second axiom requires dimension depend smoothly distance datasets dimension dataset approximating principal manifold would close third axiom normalization condition dimension euclidean nsphere sn thetan give example dimension function satisfying axiom even though general computationally unfeasible discus computationally cheap function satisfying axiom intrinsic dimensionality chavez et al
cs.LG,paper uncovers explores close relationship monte carlo optimization parametrized integral mco parametric machinelearning pl blackbox oraclebased optimization bo make four contribution first prove mco mathematically identical broad class pl problem identity potentially provides new application domain broadly applicable pl technique mco second introduce immediate sampling new version probability collective pc algorithm blackbox optimization immediate sampling transforms original bo problem mco problem accordingly combining first two contribution apply pl technique bo third contribution validate way improving bo demonstrating crossvalidation bagging improve immediate sampling finally conventional mc mco procedure ignore relationship sample point location associated value integrand value integrand location considered demonstrate one exploit sample location information using pl technique example forming fit sample location associated value integrand provides additional way apply pl technique improve mco
cs.LG,introduce framework filtering feature employ hilbertschmidt independence criterion hsic measure dependence feature label key idea good feature maximise dependence feature selection various supervised learning problem including classification regression unified framework solution approximated using backwardelimination algorithm demonstrate usefulness method artificial real world datasets
cs.LG,speaker identification powerful noninvasive inexpensive biometric technique recognition accuracy however deteriorates noise level affect specific band frequency paper present subband based speaker identification intends improve live testing performance frequency subband processed classified independently also compare linear nonlinear merging technique subbands recognizer support vector machine gaussian mixture model nonlinear merging technique investigated result showed subband based method used linear merging technique enormously improved performance speaker identification performance wideband recognizers tested live live testing improvement achieved
cs.LG,bound risk play crucial role statistical learning theory usually involve capacity measure model studied vc dimension one extension classification vc dimension exist model taking value q r introduce generalization appropriate missing case one model value rq provides u new guaranteed risk msvms appears superior existing one
cs.LG,consider leastsquare regression problem regularization block norm ie sum euclidean norm space dimension larger one problem referred group lasso extends usual regularization norm space dimension one commonly referred lasso paper study asymptotic model consistency group lasso derive necessary sufficient condition consistency group lasso practical assumption model misspecification linear predictor euclidean norm replaced function reproducing kernel hilbert norm problem usually referred multiple kernel learning commonly used learning heterogeneous data source non linear variable selection using tool functional analysis particular covariance operator extend consistency result infinite dimensional case also propose adaptive scheme obtain consistent model estimate even necessary condition required non adaptive scheme satisfied
cs.LG,supervised learning deal inference distribution output label space cy conditioned point observation space cx given training dataset pair cx time cy however lot application interest acquisition large amount observation easy process generating label timeconsuming costly one way deal problem em active learning point labelled selected aim creating model better performance model trained equal number randomly sampled point paper instead propose deal labelling cost directly learning goal defined minimisation cost function expected model performance total cost label used allows development general strategy specific algorithm optimal stopping expected cost dictate whether label acquisition continue b empirical evaluation cost used performance metric given combination inference stopping sampling method though main focus paper optimal stopping also aim provide background development discussion related field active learning
cs.LG,method defensive forecasting applied problem prediction expert advice binary outcome turn defensive forecasting competitive aggregating algorithm also handle case secondguessing expert whose advice depends learner prediction paper assumes dependence learner prediction continuous
cs.LG,defensive forecasting method transforming law probability stated gametheoretic term strategy sceptic forecasting algorithm two known variety defensive forecasting continuous sceptic move assumed depend forecast semicontinuous manner produce deterministic forecast randomized dependence sceptic move forecast arbitrary forecaster move allowed randomized note show randomized variety obtained continuous variety smearing sceptic move make continuous
cs.LG,purpose note show method maximum entropy mean mem may used improve parametric estimation measurement corrupted large level noise method developed context concrete example estimation parameter exponential distribution compare performance method bayesian maximum likelihood approach
cs.LG,show brier game prediction mixable find optimal learning rate substitution function resulting prediction algorithm applied predict result football tennis match theoretical performance guarantee turn rather tight data set especially case extensive tennis data
cs.LG,regularization sum singular value also referred trace norm popular technique estimating low rank rectangular matrix paper extend consistency result lasso provide necessary sufficient condition rank consistency trace norm minimization square loss also provide adaptive version rank consistent even necessary condition non adaptive version fulfilled
cs.LG,recent spectral clustering method propular powerful technique data clustering method need solve eigenproblem whose computational complexity n number data sample paper noneigenproblem based clustering method proposed deal clustering problem performance comparable spectral clustering algorithm efficient computational complexity show transitive distance observed property called kmeans duality algorithm used handle data set complex cluster shape multiscale cluster noise moreover parameter except number cluster need set algorithm
cs.LG,covariance categorical variable defined using regular simplex expression category method follows variance definition gini give covariance solution simultaneous equation calculated result give reasonable value test data method principal component analysis rspca also proposed using regular simplex expression allows easy interpretation principal component proposed method apply variable selection problem categorical data uscensus data proposed method give appropriate criterion variable selection problem categorical
cs.LG,classification problem described joint density pomegax model pomegaeqomegaxx bayesian similarity measure shown optimal similarity measure nearest neighbor classification paper analyzes demonstrates several additional property conditional distribution paper first show reconstruct class label class posterior distribution pomegax given pomegaeqomegaxx give procedure recovering class label give asymptotically bayesoptimal classification procedure also show given optimal similarity measure construct classifier outperforms nearest neighbor classifier achieves bayesoptimal classification rate paper analyzes bayesian similarity framework classifier face number related classification task multitask learning illustrates reconstruction class posterior distribution possible general finally paper identifies distinct class classification problem using pomegaeqomegaxx show using pomegaeqomegaxx solve problem bayes optimal solution
cs.LG,learning machine hierarchical structure hidden variable singular statistical model nonidentifiable fisher information matrix singular singular statistical model neither bayes posteriori distribution converges normal distribution maximum likelihood estimator satisfies asymptotic normality main reason difficult predict generalization performance trained state paper study four error bayes generalization error bayes training error gibbs generalization error gibbs training error prove mathematical relation among error formula proved paper equation state statistical estimation hold true distribution parametric model priori distribution also show bayes gibbs generalization error estimated bayes gibbs training error propose widely applicable information criterion applied regular singular statistical model
cs.LG,consider problem choosing density estimate set distribution f minimizing ldistance unknown distribution devroye lugosi devroye lugosi analyze two algorithm problem scheffe tournament winner minimum distance estimate scheffe tournament estimate requires fewer computation minimum distance estimate strictly weaker guarantee latter focus computational aspect density estimation present two algorithm guarantee minimum distance estimate first one modification minimum distance estimate us number quadratic f computation scheffe tournament second one called efficient minimum lossweight estimate us linear number computation assuming f preprocessed also give example showing guarantee algorithm improved explore randomized algorithm density estimation
cs.LG,point cloud set point two three dimension kernel method learning set point yet dealt specific geometrical invariance practical constraint associated point cloud computer vision graphic paper present extension graph kernel point cloud allow use kernel method ob jects shape line drawing threedimensional point cloud order design rich numerically efficient kernel free parameter possible use kernel covariance matrix factorization graphical model derive polynomial time dynamic programming recursion present application recognition handwritten digit chinese character training example
cs.LG,crossentropy method simple efficient method global optimization paper provide two online variant basic cem together proof convergence
cs.LG,prove optimal assignment kernel proposed recently attempt embed labeled graph generally tuples basic data hilbert space fact always positive definite
cs.LG,given r group numerical variable x xr assume group result one underlying latent variable latent variable bound together linear equation system moreover assume explanatory latent variable may interact pairwise one equation basically consider pls path modelling algorithm estimate latent variable model coefficient new external estimation scheme proposed draw latent variable towards strong group structure flexible way new internal estimation scheme proposed enable plspm make good use variable group complementarity deal interaction application example given
cs.LG,present general approach collaborative filtering cf using spectral regularization learn linear operator user object rate recent lowrank type matrix completion approach cf shown special case however unlike existing regularization based cf method approach used also incorporate information attribute user object limitation existing regularization based cf method provide novel representer theorem use develop new estimation method provide learning algorithm based lowrank decomposition test standard cf dataset experiment indicate advantage generalizing existing regularization based cf method incorporate related information user object finally show certain multitask learning method also seen special case proposed approach
cs.LG,study problem learning kjuntas given access example drawn number different product distribution thus wish learn function f n depends k unknown coordinate best known algorithm general problem learning kjunta require running time nk polynk show given access k different product distribution bias separated gamma function may learned time polynkgammak generally given access k different product distribution function may learned time nkt polynkgammak technique involve novel result fourier analysis relating fourier expansion respect different bias generalization russos formula
cs.LG,use computational intelligence technique classification used numerous application paper compare use multi layer perceptron neural network new relational network classifying hiv status woman antenatal clinic paper discus architecture relational network merit compared neural network computational intelligence classifier result gathered study indicate comparable classification accuracy well revealed relationship data feature classification data much higher classification accuracy recommended future research area hiv classification well missing data estimation
cs.LG,paper aim showcase measure structural diversity ensemble classifier map relationship structural diversity accuracy structural diversity induced different architecture structure classifier genetical algorithm ga used derive relationship diversity classification accuracy evolving classifier picking classifier ensemble classifier found ensemble became diverse accuracy improved however certain diversity measure accuracy began drop kohaviwolpert variance method used measure diversity ensemble method voting used aggregate result classifier lowest error observed diversity measure mean square error taking maximum diversity measured parameter varied number hidden node learning rate activation function
cs.LG,using support vector machine requires set two type hyperparameters soft margin parameter c parameter kernel perform model selection task method choice crossvalidation leaveoneout variant known produce estimator generalization error almost unbiased major drawback rest time requirement overcome difficulty several upper bound leaveoneout error pattern recognition svm derived among bound popular one probably radiusmargin bound applies hard margin pattern recognition svm extension norm svm report introduce quadratic loss msvm msvm direct extension norm svm multiclass case machine generalized radiusmargin bound established
cs.LG,article considers constrained ell minimization method recovery high dimensional sparse signal three setting noiseless bounded error gaussian noise unified elementary treatment given noise setting two ell minimization method dantzig selector ell minimization ell constraint result paper improve existing result literature weakening condition tightening error bound improvement condition show signal larger support recovered accurately paper also establishes connection restricted isometry property mutual incoherence property result candes romberg tao donoho elad temlyakov extended
cs.LG,identify classical perceptron algorithm margin member broader family large margin classifier collectively call margitron margitron despite sharing update rule perceptron shown incremental setting converge finite number update solution possessing desirable fraction maximum margin experiment comparing margitron decomposition svms task involving linear kernel norm soft margin also reported
cs.LG,paper present theoretical analysis sample selection bias correction sample bias correction technique commonly used machine learning consists reweighting cost error training point biased sample closely reflect unbiased distribution relies weight derived various estimation technique based finite sample analyze effect error estimation accuracy hypothesis returned learning algorithm two estimation technique clusterbased estimation technique kernel mean matching also report result sample bias correction experiment several data set using technique analysis based novel concept distributional stability generalizes existing concept pointbased stability much work proof technique used analyze importance weighting technique effect accuracy using distributionally stable algorithm
cs.LG,article describes approach designing distributed modular neural classifier approach introduces new hierarchical clustering enables one determine reliable region representation space exploiting supervised information multilayer perceptron associated detected cluster charged recognizing element associated cluster rejecting others obtained global classifier comprised set cooperating neural network completed knearest neighbor classifier charged treating element rejected neural network experimental result handwritten digit recognition problem comparison neural statistical nonmodular classifier given
cs.LG,nous presentons dans cette contribution une approche la fois symbolique et probabiliste permettant dextraire linformation sur la segmentation du signal de parole partir dinformation prosodique nous utilisons pour ce faire de grammaires probabilistes possedant une structure hierarchique minimale la phase de construction de grammaires ainsi que leur pouvoir de prediction sont evalues qualitativement ainsi que quantitativement methodologically oriented present work sketch approach prosodic information retrieval speech segmentation based symbolic probabilistic information recourse probabilistic grammar within implement minimal hierarchical structure stage probabilistic grammar building testing prediction explored quantitatively qualitatively evaluated
cs.LG,statistical learning theory chiefly study restricted hypothesis class particularly finite vapnikchervonenkis vc dimension fundamental quantity interest sample complexity number sample required learn specified level accuracy consider learning set computable labeling function since vcdimension infinite priori uniform bound number sample impossible let learning algorithm decide seen sufficient sample learned first show learning setting indeed possible develop learning algorithm show however bounding sample complexity independently distribution impossible notably impossibility entirely due requirement learning algorithm computable due statistical nature problem
cs.LG,prove class function gn depend unknown subset kn variable socalled kjuntas agnostically learnable random walk time polynomial n k epsilonk logdelta word algorithm claimed running time given epsilon delta access random walk n labeled arbitrary function fn find probability least delta kjunta optfepsilonclose f optf denotes distance closest kjunta f
cs.LG,method stable random projection tool efficiently computing lalpha distance using low memory alpha leq tuning parameter method boil statistical estimation task various estimator proposed based geometric mean harmonic mean fractional power etc study proposes optimal quantile estimator whose main operation selecting considerably le expensive taking fractional power main operation previous estimator experiment report optimal quantile estimator nearly one order magnitude computationally efficient previous estimator largescale learning task storing computing pairwise distance serious bottleneck estimator desirable addition computational advantage optimal quantile estimator exhibit nice theoretical property accurate previous estimator alpha derive theoretical error bound establish explicit ie hidden constant sample complexity bound
cs.LG,application machine learning data mining require computing pairwise lp distance data matrix massive highdimensional data computing pairwise distance infeasible fact even storing pairwise distance memory may also infeasible paper proposes simple method p first decompose lp p even distance sum marginal norm p inner product different order apply normal subgaussian random projection approximate resultant inner product assuming marginal norm computed exactly linear scan propose two strategy applying random projection basic projection strategy requires one projection matrix difficult analyze alternative projection strategy requires p projection matrix theoretical analysis much easier term accuracy least p basic strategy always accurate alternative strategy data nonnegative common reality
cs.LG,present unified framework study graph kernel special case include random walk graph kernel citepgaeflawroborongschvisetal marginalized graph kernel citepkastsuinokastsuinomahuedakuperetal geometric kernel graph citepgaertner extension linear algebra reproducing kernel hilbert space rkhs reduction sylvester equation construct algorithm improves time complexity kernel computation graph sparse conjugate gradient solver fixedpoint iteration bring algorithm subcubic domain experiment graph bioinformatics application domain show often thousand time faster previous approach explore connection diffusion kernel citepkonlaf regularization graph citepsmokon graph kernel use connection propose new graph kernel finally show rational kernel citepcorhafmohcorhafmohcorhafmoh specialized graph reduce random walk graph kernel
cs.LG,study probability distribution free algebra tree probability distribution seen particular formal power tree series berstel et al esik et al ie mapping tree semiring k widely studied class tree series class rational recognizable tree series defined either algebraic way mean multiplicity tree automaton argue algebraic representation convenient model probability distribution free algebra tree first string case algebraic representation allows design learning algorithm whole class probability distribution defined rational tree series note learning algorithm rational tree series correspond learning algorithm weighted tree automaton structure weight learned second algebraic representation easily extended deal unranked tree like xml tree symbol may unbounded number child property particularly relevant application nondeterministic automaton required inference problem relevant recall hidden markov model equivalent nondeterministic string automaton nowadays application web information extraction web service document processing consider unranked tree
cs.LG,present novel graphical framework modeling nonnegative sequential data hierarchical structure model corresponds network coupled nonnegative matrix factorization nmf module refer positive factor network pfn data model linear subject nonnegativity constraint observation data consisting additive combination individually representable observation also representable network desirable property modeling problem computational auditory scene analysis since distinct sound source environment often wellmodeled combining additively corresponding magnitude spectrogram propose inference learning algorithm leverage existing nmf algorithm straightforward implement present target tracking example provide result synthetic observation data serve illustrate interesting property pfns motivate potential usefulness application music transcription source separation speech recognition show target process characterized hierarchical state transition model represented pfn result illustrate pfn defined term single target observation used effectively track state multiple simultaneous target result show quality inferred target state degrades gradually observation noise increased also present result example meaningful hierarchical feature extracted spectrogram hierarchical representation could useful music transcription source separation application also propose network language modeling
cs.LG,consider general class regularization method learn vector parameter basis linear measurement well known regularizer nondecreasing function inner product learned vector linear combination input data result known em representer theorem basis kernelbased method machine learning paper prove necessity condition thereby completing characterization kernel method based regularization extend analysis regularization method learn matrix problem motivated application multitask learning context study general representer theorem hold larger class regularizers provide necessary sufficient condition class matrix regularizers highlight concrete example practical importance analysis us basic principle matrix theory especially useful notion matrix nondecreasing function
cs.LG,multitask learning several related task considered simultaneously hope appropriate sharing information across task task may benefit others context learning linear function supervised classification regression achieved including priori information weight vector associated task expected related paper assume task clustered group unknown beforehand task within group similar weight vector design new spectral norm encodes priori assumption without prior knowledge partition task group resulting new convex optimization formulation multitask learning show simulation synthetic example iedb mhci binding dataset approach outperforms wellknown convex method multitask learning well related non convex method dedicated problem
cs.LG,consider task learning classifier feature space mathcalx set class mathcaly feature partitioned classconditionally independent feature set mathcalx mathcalx show surprising fact classconditional independence used represent original learning task term learning classifier mathcalx mathcalx learning classconditional distribution feature set mathcalx fact exploited semisupervised learning former task accomplished purely unlabeled sample present experimental evaluation idea two real world application
cs.LG,maximum variance unfolding mvu variant successful embedding datamanifolds lower dimensional space often revealing true intrinsic dimension paper show also incorporate supervised class information mvulike method without breaking convexity call method isometric separation map show resulting kernel matrix used binarymulticlass support vector machinelike method semisupervised transductive framework also show method always find kernel matrix linearly separate training data exactly without projecting infinite dimensional space traditional svms choose kernel hope data become linearly separable kernel space paper show hyperplane chosen adhoc kernel trained data always linearly separable comparison large margin svms show comparable performance
cs.LG,paper expand shannon definition entropy new form entropy allows integration information different random event shannon notion entropy special case general definition entropy define probability using socalled performance function de facto exponential distribution assuming general notion entropy reflects true uncertainty probabilistic event understand perceived uncertainty differs claim perception result two opposing force similar two famous antagonist chinese philosophy yin yang based idea show perceived uncertainty match true uncertainty point determined golden ratio demonstrate wellknown sigmoid function typically employ artificial neural network nonlinear threshold function describes actual performance furthermore provide motivation time dilation einstein special relativity basically claiming although time dilation conforms perception correspond reality end paper show apply theoretical framework practical application present recognition rate pattern recognition problem also propose network architecture take advantage general entropy solve complex decision problem
cs.LG,generalization bound learning theory based measure complexity hypothesis class used independently algorithm contrast notion algorithmic stability used derive tight generalization bound tailored specific learning algorithm exploiting particular property however much learning theory existing stability analysis bound apply scenario sample independently identically distributed many machine learning application however assumption hold observation received learning algorithm often inherent temporal dependence paper study scenario observation drawn stationary phimixing betamixing sequence widely adopted assumption study noniid process implies dependence observation weakening time prove novel distinct stabilitybased generalization bound stationary phimixing betamixing sequence bound strictly generalize bound given iid case apply stable learning algorithm thereby extending use stabilitybounds noniid scenario also illustrate application phimixing generalization bound general class learning algorithm including support vector regression kernel ridge regression support vector machine many kernel regularizationbased relative entropybased regularization algorithm novel bound thus viewed first theoretical basis use algorithm noniid scenario
cs.LG,ensemble classification emerging approach land cover mapping whereby final classification output result consensus classifier intuitively ensemble system consist base classifier diverse ie classifier whose decision boundary err differently paper ensemble feature selection used impose diversity ensemble feature constituent base classifier ensemble created exhaustive search algorithm using different separability index ensemble classification accuracy derived well diversity measure purported give measure inensemble diversity correlation ensemble classification accuracy diversity measure determined establish interplay two variable finding paper diversity measure currently formulated provide adequate mean upon constitute ensemble land cover mapping
cs.LG,enormous success made quantum algorithm last decade paper combine quantum random walk qrw problem data clustering develop two clustering algorithm based one dimensional qrw probability distribution position induced qrw algorithm investigated also indicates possibility obtaining better result consequently experimental result demonstrated data point datasets clustered reasonably efficiently clustering algorithm fast rate convergence moreover comparison algorithm also provides indication effectiveness proposed approach
cs.LG,present convex formulation dictionary learning sparse signal decomposition convexity obtained replacing usual explicit upper bound dictionary size convex rankreducing term similar trace norm particular formulation introduces explicit tradeoff size sparsity decomposition rectangular matrix using large set synthetic example compare estimation ability convex nonconvex approach showing convex formulation single local minimum may lead case performance inferior local minimum nonconvex formulation
cs.LG,introduce simple computationally trivial method binary classification based evaluation potential function demonstrate despite conceptual computational simplicity method performance match exceed standard support vector machine method
q-bio.NC,study mechanism responsible synchronous oscillation loss synchrony physiologically relevant frequency hz network heterogeneous inhibitory neuron focus factor determine level synchrony frequency network response well effect mild heterogeneity network dynamic mild heterogeneity synchrony never perfect relatively fragile addition effect inhibition complex mildly heterogeneous network homogeneous one former synchrony broken two distinct way depending ratio synaptic decay time period repetitive action potential taust determined either network single selfinhibiting neuron taust corresponding large applied current small synaptic strength large synaptic decay time effect inhibition largely tonic heterogeneous neuron spike relatively independently taust synchrony break faster cell begin suppress le excitable neighbor cell fire remain nearly synchronous show numerically behavior mildly heterogeneous network related behavior single selfinhibiting cell studied analytically
q-bio.NC,analyze control frequency synchronized inhibitory neuronal network analysis done reduced membrane model biophysicallybased synaptic influence argue reduced model quantitatively capture frequency behavior larger class neuronal model show different parameter regime network frequency depends different way intrinsic synaptic time constant one portion parameter space called phasic network period proportional synaptic decay time result discussed connection previous work author showed mildly heterogeneous network synchrony break coherence preserved much system phasic regime regime result imply mildly heterogeneous network existence coherent rhythm implies linear dependence network period synaptic decay time much weaker dependence drive cell give experimental evidence conclusion
q-bio.NC,would like know whether statistic neuronal response vary across cortical area examined stimuluselicited spike count response distribution v cortex awake monkey area distribution spike count stimulus welldescribed gaussian log variance spike count linearly related log mean spike count two significant difference response characteristic found range spike count slope logvariance v logmean regression larger v however neuron two area transmitted approximately amount information stimulus channel capacity maximum possible transmitted information given noise response result suggest neuron v use variable signal larger dynamic range neuron use le variable signal smaller dynamic range two coding strategy approximately effective transmitting information
q-bio.NC,review recent development measurement dynamic response property auditory cortical neuron broadband sound closely related perception timbre emphasis method characterizes spectrotemporal property single neuron dynamic broadband sound akin drifting grating used vision method treat spectral temporal aspect response equal footing
q-bio.NC,analyze synaptic transmission informationtheoretic perspective derive closedform expression lowerbounds capacity simple model cortical synapse two explicit coding paradigm signal estimation paradigm assume signal encoded mean firing rate poisson neuron performance optimal linear estimator signal provides lower bound capacity signal estimation signal detection paradigm presence absence signal detected performance optimal spike detector allows u compute lower bound capacity signal detection find single synapsis empirically measured parameter value transmit information poorly significant improvement achieved small amount redundancy
q-bio.NC,study insect olfactory processing indicate odor represented rich spatiotemporal pattern neural activity pattern difficult predict priori yet stimulus specific reliable upon repeated stimulation input formulate theoretical framework interpret experimental result propose paradigm dynamic competition input odor represented internally competing neural assembly pattern result dynamical motion within network involve winner among competing possibility model produce spatiotemporal pattern strong resemblance observed experimentally posse many general feature one desire pattern classifier large information capacity reliability specific response specific input reduced sensitivity initial condition influence noise form neural processing may thus describe organizational principle neural information processing sensory system go well beyond observation insect olfactory processing motivated development
q-bio.NC,number cortical structure reported elevated single unit firing rate sustained throughout memory period working memory task nervous system form maintains memory unknown reverberating neuronal network activity thought important studied temporal structure single unit su activity simultaneously recorded local field potential lfp activity area lip inferior parietal lobe two awake macaque memorysaccade task using multitaper technique spectral analysis play important role obtaining present result find elevation spectral power hz gamma frequency band memory period su lfp activity activity tuned direction saccade providing evidence temporal structure code movement plan working memory also find su lfp activity coherent memory period hz gamma band consistent relation present simple fixation finally find organized lfp activity hz frequency band may related movement execution preparatory aspect task neuronal activity could used control neural prosthesis su activity hard isolate cortical implant lfp easier acquire su activity finding rich temporal structure lfp activity related movement planning execution may accelerate development medical application
